NO,CODE,DESCRIPTION,Brand,MODEL,OEM,PCS,NW,GW,M3,START_YEAR,END_YEAR,manufacturer,part_type,model_series,front/back,location
8,EB3B-16-E061BE,HOOD LEDGE,Ford,EVEREST,EB3B-16-E061BE,1,7.8,8.01,0.4,"2,016","2,016",,Hood Ledge,,Front,Left Side
1,IZHL037 LA,HOOD LEDGE (INNER FENDER)LH,Isuzu,D-MAX,8-97234-965-3,6,5.75,7.44,0.19,"2,003","2,005",,,,,
,IZHL037 RA,HOOD LEDGE (INNER FENDER)RH,Isuzu,D-MAX,8-97234-964-4,6,8.26,11.18,0.16,"2,003","2,005",,,,,
16,UP21-54-210C,HOOD LEDGE 4WD LH,Ford,FORD RANGER,UP21-54-210C,1,7.29,6.33,0.19,"2,002","2,008",,Hood Ledge,,Front,Right Side
,UH74-53-210L,HOOD LEDGE 4WD RH,Ford,FORD RANGER,UH74-53-210L,1,7.83,6.32,0.18,"2,002","2,005",,Hood Ledge,,Front,Left Side
7,UH74-54-210,HOOD LEDGE LH,Ford,FORD RANGER,UH74-54-210,1,5.1,5.57,0.18,"1,999","2,001",,Hood Ledge,,Front,Left Side
15,IZHL039 LA,HOOD LEDGE LH,Isuzu,D-MAX,8-97234-965-1-3,1,5.77,7.22,0.3,"2,002","2,005",,,,,
9,8-98074-560-0,HOOD LEDGE LH,Isuzu,D-MAX,8-98074-560-0,1,5.28,8.65,0.26,"2,007","2,008",,Hood Ledge,,Front,Left Side
9,IZHG053 LA,HOOD LEDGE LH,Isuzu,ALL NEW DMAX,8-98103-211-1,1,4.88,5.55,0.04,"2,012","2,016",,,,,
,UH74-53-210,HOOD LEDGE RH,Ford,FORD RANGER,UH74-53-210,1,7.68,6.6,0.16,"1,999","2,001",,Hood Ledge,,Front,Right Side
,IZHL039 RA,HOOD LEDGE RH,Isuzu,ISUZU DMAX,8-97234-964-4,1,5.55,8.18,0.29,"2,002","2,005",,,,,
,8-98074-559-0,HOOD LEDGE RH,Isuzu,D-MAX,8-98074-559-0,1,4.65,8,0.25,"2,007","2,008",,Hood Ledge,,Front,Right Side
,IZHG053 RA,HOOD LEDGE RH,Isuzu,ALL NEW DMAX,8-98103-210-0,1,4.84,5,0.04,"2,012","2,016",,,,,
6,FDHM047 NA,HOOD MOULDING,Ford,FOCUS,8M51-8666-AC,1,8.11,1.77,0.46,"2,009","2,010",,,,,
2,IZHM055 NA,HOOD MOULDING BK,Isuzu,D-MAX,8-98181-163-2,10,2.7,4.02,0.02,"2,012","2,016",,,,,
4,8-98269566-0,HOOD MOULDING BK,Isuzu,D-MAX,8-98269-566-0/8-98269566-0,1,0.45,0.49,0,"2,012","2,013",,Hood Moulding ,,Back,Single Part
3,IZHM055 NC,HOOD MOULDING CP,Isuzu,D-MAX,8-98181-164-2,10,2.9,4.41,0.02,"2,012","2,016",,,,,
3,IZH049 NA,HOOD W/O TURBO HOLE,Isuzu,D-MAX,8-97387-346-1,1,12.09,13.48,0.08,"2,006","2,011",,,,,
4,IZH049 NB,HOOD W/TURBO HOLE,Isuzu,D-MAX COMMONRAIL,8-98046-693-0,1,12.98,17.03,0.08,"2,006","2,007",,,,,
11,IZIF055 LA,INNER FENDER FRONT LH 4WD,Isuzu,D-MAX,8-98077-256-6,20,6.59,5.23,0.03,"2,012","2,016",,,,,
,IZIF055 RA,INNER FENDER FRONT RH 4WD,Isuzu,D-MAX,8-98077-253-6,20,8.25,6.5,0.03,"2,012","2,016",,,,,
7,FDIF003 LA,INNER FENDER LH,Ford,BANTAM,YS61-16-115AD,10,3.87,5.62,0.04,"2,009","2,010",,,,,
8,FDIF065 LA,INNER FENDER LH,Ford,ECOSPORT,CN15-16115-AB,20,14.45,14.04,0.05,"2,013","2,016",,,,,
4,FDIF011 LA,INNER FENDER LH,Ford,FIESTA,3N21-16115-AA,1,8.88,5.75,1.64,"2,003","2,005",,,,,
10,FDIF013 LA,INNER FENDER LH,Ford,FIESTA,8A69-16115-A,10,12.64,10.62,0.04,"2,009","2,010",,,,,
15,FDIF041 LA,INNER FENDER LH,Ford,FOCUS,5M51-16-115,10,3.84,3.9,0.03,"2,005","2,007",,,,,
8,FDIF031 LA,INNER FENDER LH,Ford,FD RANGER,UH77-56-141/C,1,0.47,0.52,0.02,"1,998","2,002",,,,,
5,FDIF035 LA,INNER FENDER LH,Ford,RANGER,UR87-56-141C,1,0.44,0.51,0.02,"2,006","2,011",,,,,
7,FDIF037 LA,INNER FENDER LH,Ford,RANGER,UR87-56-141C,20,7.64,6.74,0.05,"2,006","2,011",,,,,
13,FDIF039 LA,INNER FENDER LH,Ford,DURATORQUE,UC9M-56-141B,20,11.74,12.73,0.06,"2,012","2,013",,,,,
14,FDIF081 LA,INNER FENDER LH,Ford,RANGER,AB39-21-16A563AC,20,13.21,13.39,0.05,"2,015","2,017",,,,,
17,IZIF037 LA,INNER FENDER LH,Isuzu,D-MAX,8-97235-443-1,20,6.08,6.33,0.03,"2,002","2,004",,,,,
4,IZIF037 LA,INNER FENDER LH,Isuzu,D-MAX,8-97235-443-1,20,5.65,6.02,0.03,"2,002","2,004",,,,,
11,IZIF049 LA,INNER FENDER LH 4WD,Isuzu,D-MAX,8-98007-132-3,20,9.83,10.64,0.03,"2,007","2,009",,,,,
3,FDIF001 LA,INNER FENDER LH CANN'T SELL TO S.AFRICA,Ford,BANTAM,YS61-16-115AD,20,8.02,8.92,0.03,"2,000","2,010",,,,,
3,FDIF001 LA,INNER FENDER LH CANN'T SELL TO S.AFRICA,Ford,BANTAM,YS61-16-115AD,20,8.46,7.59,0.03,"2,000","2,010",,,,,
6,UR87-56-141C,INNER FENDER LH OEM,Ford,RANGER,UR87-56-141C,1,0.39,0.42,0.02,"2,010","2,010",,Inner Fender,,Front,Left Side
1,GMIF015 LA,INNER FENDER REAR LH,GMC,SILVERDO,"22,757,277",20,12.49,11.22,0.08,"2,014","2,014",,,,,
4,GMIF013 R LA,INNER FENDER REAR LH SIERA PICK UP,GMC,SILVERADO PICKUP,40QZ-785IM-KJ,10,14.68,18.65,0.04,"2,008","2,014",,,,,
,GMIF015 RA,INNER FENDER REAR RH,GMC,SILVERDO,"22,757,278",20,11.1,11.87,0.07,"2,014","2,014",,,,,
,GMIF013 R RA,INNER FENDER REAR RH SIERA PICK UP,GMC,SILVERADO PICKUP,F2P1-D5PA4-55,10,15.71,16.08,0.04,"2,008","2,014",,,,,
,FDIF003 RA,INNER FENDER RH,Ford,BANTAM,YS61-16-114AD,10,4.1,4.64,0.04,"2,009","2,010",,,,,
,FDIF065 RA,INNER FENDER RH,Ford,ECOSPORT,CN15-16114-AB,20,14.09,14.28,0.05,"2,013","2,016",,,,,
,FDIF011 RA,INNER FENDER RH,Ford,FIESTA,3N21-16114-AA,1,6.05,21,0.44,"2,003","2,005",,,,,
,FDIF013 RA,INNER FENDER RH,Ford,FIESTA,8A69-16114-A,10,9.84,12.88,0.04,"2,009","2,010",,,,,
,FDIF041 RA,INNER FENDER RH,Ford,FOCUS,5M51-16-114,10,4.05,3.57,0.04,"2,005","2,007",,,,,
,FDIF031 RA,INNER FENDER RH,Ford,FD RANGER,UH77-56-131/C,1,0.44,0.46,0.02,"1,998","2,002",,,,,
,FDIF035 RA,INNER FENDER RH,Ford,RANGER,UR87-56-131C,1,0.49,0.48,0.02,"2,006","2,011",,,,,
,FDIF037 RA,INNER FENDER RH,Ford,RANGER,UR87-56-131C,20,8.66,7.62,0.05,"2,006","2,011",,,,,
,FDIF039 RA,INNER FENDER RH,Ford,RANGER,UC9M-56-131C,20,11.59,10.88,0.06,"2,012","2,013",,,,,
,FDIF081 RA,INNER FENDER RH,Ford,RANGER,AB39-21-16A562AD,20,14.16,13.91,0.06,"2,015","2,017",,,,,
,IZIF037 RA,INNER FENDER RH,Isuzu,D-MAX,8-97235-441-2,20,6.43,7.7,0.03,"2,002","2,004",,,,,
,IZIF037 RA,INNER FENDER RH,Isuzu,D-MAX,8-97235-441-2,20,7.59,6.22,0.03,"2,002","2,004",,,,,
,IZIF049 RA,INNER FENDER RH 4WD,Isuzu,D-MAX,8-98007-131-3,20,9.24,11.21,0.03,"2,007","2,009",,,,,
,FDIF001 RA,INNER FENDER RH CANN'T SELL TO S.AFRICA,Ford,BANTAM,YS61-16-114AD,20,8.69,8,0.03,"2,000","2,010",,,,,
,FDIF001 RA,INNER FENDER RH CANN'T SELL TO S.AFRICA,Ford,BANTAM,YS61-16-114AD,20,7.61,8.03,0.03,"2,000","2,010",,,,,
,UR87-56-131C,INNER FENDER RH OEM,Ford,RANGER,UR87-56-131C,1,0.43,0.39,0.02,"2,010","2,010",,Inner Fender,,Front,Right Side
10,IZIF047 LA,INNER FENDER W/ MOULDING LH 4WD,Isuzu,DMAX/MU7,8-98007-132-3,20,8.83,9.68,0.06,"2,007","2,007",,,,,
,IZIF047 RA,INNER FENDER W/ MOULDING RH 4WD,Isuzu,DMAX/MU7,8-98007-131-3,20,8.9,10.86,0.05,"2,007","2,007",,,,,
5,8-98104-071-1,INNER PASSENGER PILLAR,Isuzu,ALL NEW DMAX,8-98104-071-1,1,1.17,2.31,0.06,"2,012","2,016",,Side Panel,,Back,Single Part
8,8-98161-087-4,INNER PASSENGER PILLAR,Isuzu,ALL NEW DMAX,8-98161-087-4,1,8.51,7.92,0.39,"2,012","2,016",,Side Panel,,Back,Single Part
,8-98161-090-4,INNER PASSENGER PILLAR,Isuzu,ALL NEW DMAX,8-98161-090-4,1,7.96,8.14,0.32,"2,012","2,016",,Side Panel,,Back,Single Part
3,F1EJ-17-D752B3,INSERT,Ford,FOCUS,F1EJ-17-D752B3B5UAW,1,7.59,0.67,1.05,"2,016","2,016",,Bumper,,Front,Single Part
5,8-97405-969-0,INSTRUMENT DARK GREY OEM,Isuzu,D-MAX,8-97405-969-0,1,4.19,10.15,0.4,"2,007","2,007",,Wiper Panel,,Front,Single Part
9,CN15-N1-6746AA,INSUL HOOD PNL SND *,Ford,ECOSPORT,CN15-N-16746AA,1,15.6,0.99,0.48,"2,013","2,016",,Hood Insulator,,Front,Lower
15,8-97361-321-0,INSULATION HOOD,Isuzu,D-MAX,8-97361-321-0,1,1.13,2.22,0.06,"2,002","2,005",,Hood Insulator,,Front,Lower
14,8-97368-041-0,INSULATION INSTRUMENT PANEL,Isuzu,D-MAX,8-97368-041-0,1,1.07,1,0.02,"2,003","2,008",,Wiper Panel,,Front,Lower
5,8-98007-122-3,INSULATOR HOOD,Isuzu,DMAX,8-98007-122-3,1,0.68,3.03,0.07,"2,007","2,007",,Hood Insulator,,Front,Lower
18,8-98074-100-1,INSULATOR HOOD,Isuzu,D-MAX,8-98074-100-1,1,0.55,2.21,0.05,"2,012","2,016",,Hood Insulator,,Front,Lower
1,FDIC039 NA,INTER COOLER,Ford,RANGER,45T6-LOVLN-CY,8,23.64,26.38,0.33,"2,012","2,012",,,,,
12,IZIC047 NA,INTER COOLER,Isuzu,DMAX,8-98000-192-0,1,2.74,3.69,0.84,"2,004","2,007",,,,,
13,8-97234-910-4,INTER COOLER,Isuzu,DMAX,8-97234-910-4,1,2.19,2.69,0.03,"2,002","2,005",,Inter Cooler,,Back,Lower
14,WL85-13-550,INTER COOLER 11 LAYER ONLY FORD,Ford,DURATORQUE,WL85-13-550,1,3.04,4.94,0.03,"2,006","2,007",,Inter Cooler,,Back,Lower
9,FDIC030 NA,INTER COOLER 11 LAYERS,Ford,RANGER/B2500,WL21-13-550A/WL85-13-550,1,6.51,20.45,0.1,"1,999","2,003",,,,,
13,FDIC030 NA,INTER COOLER 11 LAYERS,Ford,RANGER/B2500,WL21-13-550A/WL85-13-550,1,2.28,6.39,0.4,"1,999","2,003",,,,,
3,IZIC053 NA,INTER COOLER 2500/3000 CC,Isuzu,ALL NEW DMAX,8-98090-627-1/2,12,22.21,20.03,0.2,"2,012","2,016",,,,,
2,EB3G-9L-440AE,INTERCOOLER,Ford,RANGER,EB3Z-6K-775,1,2.67,3.85,0.08,"2,011","2,011",,Inter Cooler,,Back,Lower
5,8-98090-627-4,INTERCOOLER,Isuzu,DMAX,8-98090-627-4,1,13.7,15.38,0.04,"2,016","2,016",,Inter Cooler,,Back,Lower
13,MZIC037 NA,INTERCOOLER 19 LAYER FORD/MAZDA,Ford,BT50/RANGER,WE01-13-550A,1,3.02,3.23,0.03,"2,006","2,006",,,,,
6,8-98194-004-3,INTERCOOLER DTF'2016(BLUE POWER) TIS,Isuzu,DMAX,8-98194-004-3,1,2.38,4.31,0.04,"2,016","2,016",,Inter Cooler,,Back,Lower
18,WE47-13-550,INTERCOOLER MANUAL FORD/MAZDA,Ford,RANGER,WE47-13-550,1,2.15,2.18,0.02,"2,010","2,010",,Inter Cooler,,Back,Lower
3,EB3Z-6K-775Q,INTERCOOLER PX2,Ford,RANGER,EB3Z-6K-775Q,1,2.91,4.65,0.08,"2,011","2,016",,Inter Cooler,,Back,Lower
2,IZIC047 NA,INTERCOOLER SINGLE CAB,Isuzu,D-MAX,8-98094-179-0,1,2.82,4.12,0.86,"2,007","2,008",,,,,
2,UH82-50-240,IRON REAR BUMPER LH,Ford,FORD RANGER,UT6C-50-240,1,2.47,2.65,0.03,"1,999","2,001",,Bumper,,Back,Left Side
,UH82-50-230,IRON REAR BUMPER RH,Ford,FORD RANGER,UH82-50-230A,1,3.16,5.6,0.03,"1,999","2,001",,Bumper,,Back,Right Side
10,FDBG035 BC,JUMBO BUG SHEID GUARDS TRSPTRANSPARENT,Ford,RANGER,9JB3-0FVTG-E0,10,8.82,9.04,0.15,"2,006","2,006",,,,,
9,FDBG035 BA,JUMBO BUG SHEID GUARDS TRSPTRANSPARENT BLACK,Ford,RANGER,1P3M-50GHK-P4,1,7.46,7.23,0.61,"2,006","2,006",,,,,
12,IZBG037 BC,JUMBO BUG SHIELD GUARD COLORED,Isuzu,D-MAX,VW12-FXC6H-J2,1,1.53,14.5,2.36,"2,004","2,005",,,,,
11,IZBG037 BA,JUMBO BUG SHIELD GUARD TRSP BK,Isuzu,D-MAX,IZBG037 BA,1,0.82,1.13,0,"2,005","2,005",,,,,
7,EB3B-28-401CB,KIT MUDFLAP LH,Ford,RANGER,EB3B-28-401CB,1,0.25,0.29,0.01,"2,018","2,018",,Mud Guard,,Back,Left Side
,EB3B-28-400CB,KIT MUDFLAP RH,Ford,RANGER,EB3B-28-400CB,1,0.25,0.28,0.01,"2,018","2,018",,Mud Guard,,Back,Right Side
2,8-97294-070-2,LAMP ASM ROOF,Isuzu,D-MAX,8-97294-070-2,1,0.09,0.1,0,"2,002","2,005",,Room Lamp,,Back,Upper
9,EB3Z-13-405H,LAMP REAR LH,Ford,RANGER,EB3Z-13-405H,1,1.2,1.5,0.02,"2,015","2,015",,Room Lamp,,Back,Left Side
,EB3Z-13-404H,LAMP REAR RH,Ford,RANGER,EB3Z-13-404H,1,1.38,1.89,0.02,"2,015","2,015",,Room Lamp,,Back,Right Side
12,8-97305-674-1,LAMP STOP,Isuzu,D-MAX,8-97305-674-1,1,0.23,0.35,0,"2,002","2,003",,Room Lamp,,Back,Single Part
4,UP21-51-250A,"LAMP(L),BACK UP",Ford,EVEREST,UP21-51-250A,1,13.17,1.05,0.15,"2,011","2,014",,Tail Lamp,,Back,Left Side
6,UF0L-51-160A,"LAMP(L),RR COMB. *",Ford,EVEREST,UF0L-51-160A,1,1.21,17.46,0.39,"2,011","2,014",,Tail Lamp,,Back,Left Side
,UP21-51-240A,"LAMP(R),BACK UP",Ford,EVEREST,UP21-51-240A,1,3.08,6.81,0.13,"2,011","2,014",,Tail Lamp,,Back,Right Side
,UF0L-51-150A,"LAMP(R),RR COMB. *",Ford,EVEREST,UF0L-51-150A,1,6.97,9.18,0.76,"2,011","2,014",,Tail Lamp,,Back,Right Side
12,UD2G-51-W80B,LH BUMPER FLARE,Ford,RANGER,UD2G-51-W80B,1,0.34,0.77,0.02,"2,009","2,009",,Bumper Panel Flare,,Back,Left Side
13,UD2G-51-W8001,LH BUMPER FLARE,Ford,RANGER,UD2G-51-W8001,1,0.36,0.7,0.02,"2,006","2,009",,Bumper Panel Flare,,Back,Left Side
,8-98074-259-5,LH FRT BUMP RETAINER,Isuzu,D-MAX,8-98074-259-5,1,0.15,0.15,0,"2,015","2,015",,Bumper,,Back,Left Side
9,UD2G-51-W30D01,LH GUARD FLARE PK,Ford,RANGER,UD2G-51-W30F01,1,1.34,5.12,0.21,"2,009","2,009",,Fender Garnish,,Back,Left Side
3,UN08-69-180C,LH MIRROR,Ford,RANGER,UN08-69-180C,1,1.52,1.99,0.01,"1,998","2,002",,Door Mirror,,Front,Left Side
2,UD2D-51-130A,LH REPEATER LAMP PK,Ford,RANGER S/S,UD2D-51-130A,1,0.03,0.04,0,"2,009","2,009",,Room Lamp,,Front,Left Side
1,CN15-17-E731AA,LH SIDE MIRROR LOWER COVER,Ford,ECOSPORT,CN15-17-E731AA,1,0.04,0.09,0,"2,015","2,018",,Lamp Housing,,Front,Left Side
10,IZHC049 LA,LH-HEAD LAMP COVER MAT,Isuzu,D-MAX,XBN9-7LCO7-W1,10,5.54,6.93,0.01,"2,007","2,007",,,,,
5,8-96238-274-0,LHR BUMPER CORNER CP,Isuzu,D-MAX,8-98238-274-0,1,4.06,12.92,0.29,"2,012","2,016",,Bumper,,Front,Single Part
10,8-98224-482-0,LICENCE LAMP (G) ASSY,Isuzu,DMAX,8-98224-482-0,1,0.04,0.04,0.1,"2,013","2,013",,License Plate Lamp,,Back,Single Part
2,UH71-51-270C/D,LICENSE PLATE LAMP,Ford,FORD RANGER,UH71 51270 C,1,0.05,0.05,0,"1,998","2,002",,License Plate Lamp,,Back,Single Part
9,IZLP030 NA,LICENSE PLATE LAMP,Isuzu,DRAGON EYES,8-97910-608-3,400,3.64,4.42,0.05,"2,001","2,001",,,,,
10,IZLP030 NB,LICENSE PLATE LAMP,Isuzu,G.M,9-99990-026-N,200,5.36,6.4,0.05,"2,001","2,001",,,,,
10,IZLP039 NA,LICENSE PLATE LAMP,Isuzu,D-MAX,8-97236-690-1,20,1.9,2.88,0.03,"2,002","2,005",,,,,
14,IZLP039 NA,LICENSE PLATE LAMP,Isuzu,D-MAX,8-97236-690-1,20,2.01,3.15,0.03,"2,002","2,005",,,,,
14,IZLP039 NA,LICENSE PLATE LAMP,Isuzu,D-MAX,8-97236-690-1,20,2.05,3.53,0.03,"2,002","2,005",,,,,
9,8-97236-690-1,LICENSE PLATE LAMP,Isuzu,D-MAX,8-97236-690-1,1,0.02,0.05,0,"2,012","2,016",,License Plate Lamp,,Back,Single Part
2,UH71-50-032B,LOWER APRON,Ford,FORD RANGER,UH71-50-032A,1,1.99,3.89,0.03,"1,999","2,002",,License Plate Lamp,,Back,Single Part
3,UH77-50-032A,LOWER APRON,Ford,FORD RANGER,UH77-50-032A,1,3.57,5.01,0.06,"1,999","2,002",,Moulding Lower,,Back,Lower
4,UH77-50-032B,LOWER APRON,Ford,FORD RANGER,UH77-50-032B,1,4.04,4.54,0.06,"1,999","2,002",,Moulding Lower,,Back,Lower
4,EB3B-17-F775FA,LOWER FRONT BUMPER COVER,Ford,EVEREST,EB3B-17-F775FA,1,1.24,3.37,0.05,"2,016","2,019",,Moulding Lower,,Back,Lower
11,8-98012-488-0,LOWER GRILLE MOULDING BK,Isuzu,DMAX,8-98012-488-0,1,0.01,0.02,0.000084,"2,006","2,007",,Bumper Finisher,,Front,Lower
17,FDSK041 LA,LOWER SKIRT LH,Ford,FOCUS,6M59-10-191B,1,1.72,5.38,0.03,"2,005","2,007",,,,,
,FDSK041 RA,LOWER SKIRT RH,Ford,FOCUS,6M59-10-190B,1,9.94,5.55,0.03,"2,005","2,007",,,,,
4,F1EB-15-A255AB,LP&BRKT ASY FOG LH,Ford,FOCUS,F1EB-15-A255AB,1,0.52,0.62,0,"2,016","2,016",,Grille Moulding,,Front,Lower
,F1EB-15-A254AB,LP&BRKT ASY FOG RH,Ford,FOCUS,F1EB-15-A254AB,1,0.52,0.66,0,"2,016","2,016",,Fog Lamp,,Front,Left Side
14,IZBG037 MC,MEIDUIM BUG SHEILD GUARDS TRS COLORED,Isuzu,D-MAX,KTJA-Y0NXQ-GB,1,0.76,0.8,0.21,"2,003","2,003",,,,,
17,8-93291-049-3,MIDDLE PILLAR,Isuzu,D-MAX,8-93291-049-3,1,2.17,2.27,0.05,"2,003","2,004",,Fog Lamp,,Front,Right Side
11,FDBG035 MA,MIDUIM BUG SHEID GUARDS,Ford,RANGER,S10V-XO9RR-P2,1,1.95,31.66,0.11,"2,006","2,006",,,,,
12,FDBG035 MC,MIDUIM BUG SHEID GUARDS,Ford,RANGER,WVAU-FPSEQ-SY,10,8.61,8.45,0.13,"2,006","2,006",,,,,
13,IZBG037 MA,MIDUIM BUG SHIELD GUARD TRSP BK,Isuzu,D-MAX,IZBG037 MA,1,1.47,6.41,0.44,"2,005","2,005",,,,,
2,UH72-69-180B,MIRROR LH ELEC,Ford,FORD RANGER 4WD,UH72-69-180B,1,2.55,4.33,0.03,"1,999","2,003",,Room Mirror,,Front,Left Side
10,AB39-17-683CF5BQ2,MIRROR REAR VIEW LH*,Ford,RANGER,AB39-17-683CF5BQ2,1,1.59,2.11,0.03,"2,015","2,015",,Door Mirror,,Front,Left Side
,UF6A-69-120,MIRROR REAR VIEW RH,Ford,EVEREST,UF6A-69-120,1,10.93,12.19,1.24,"2,011","2,014",,Door Mirror,,Front,Right Side
,UF6B-69-120,MIRROR REAR VIEW RH,Ford,EVEREST,UF6B-69-120,1,4.21,1.98,0.89,"2,011","2,014",,Door Mirror,,Front,Right Side
,AB39-17-682CF5BQ2,MIRROR REAR VIEW RH*,Ford,RANGER,AB39-17-682CF5BQ2,1,1.66,1.84,0.02,"2,015","2,015",,Door Mirror,,Front,Right Side
,UH72-69-120B,MIRROR RH ELEC,Ford,FORD RANGER 4WD,UH72-69-120B,1,1.13,1.43,0.01,"1,999","2,003",,Door Mirror,,Front,Right Side
7,UF6A-69-180,"MIRROR(L),DOOR",Ford,EVEREST,UF6A-69-180,1,2.26,5.14,0.31,"2,011","2,014",,Door Mirror,,Front,Left Side
,UM81-69-180D,"MIRROR(L),DOOR",Ford,RANGER,UM81-69-180D,1,0.94,0.96,0.42,"2,011","2,014",,Door Mirror,,Front,Left Side
11,UM81-69-120D,"MIRROR(R),DOOR",Ford,RANGER,UM81-69-120D,1,0.93,0.95,0.81,"2,011","2,014",,Door Mirror,,Front,Right Side
3,GMBM013 NA,MOULDING BUMPER FINISHER ALL CP,GMC,GMC,JWHO-GIC0C-OG,1,0.39,0.33,0,"2,006","2,012",,,,,
3,UM49-51-W80F,MOULDING EXT LH,Ford,RANGER,UM49-51-W80F92,1,0.3,0.75,0.01,"1,992","2,007",,Moulding Lower,,Front,Left Side
,UM49-51-W70F,MOULDING EXT RH,Ford,RANGER,UM49-51-W70F92,1,0.32,0.62,0.01,"1,992","2,007",,Moulding Lower,,Front,Right Side
7,8-97239-342-0,MOULDING WINDSHIELD,Isuzu,ISUZU DMAX,8-97239-342-0,1,0.5,0.62,0,"2,002","2,003",,Wiper Panel,,Front,Single Part
8,FDMG017 SA,MUD FLAP 4PCS/SET,Ford,FIESTA,9NMQ-CTWZV-7Q,1,6,3.02,0.55,"2,013","2,014",,,,,
7,FDMG111 SA,MUD FLAP 4PCS/SET,Ford,RANGER RAPTOR,OK5L-IN4GZ-E3,1,8.2,19.61,0.56,"2,022","2,022",,,,,
9,AB39-16-A263BF,MUD FLAP FRT LH,Ford,RANGER,AB39-16-A263BF,1,0.28,0.27,0.01,"2,013","2,013",,Mud Guard,,Back,Left Side
,AB39-16-A262BF,MUD FLAP FRT RH,Ford,RANGER,AB39-16-A262BF,1,0.26,0.27,0.01,"2,013","2,013",,Mud Guard,,Back,Right Side
1,UH78-51-881,MUDFLAP LH RR,Ford,FORD RANGER 4WD,UH78-51-881,1,0.34,0.35,0.01,"1,999","2,002",,Mud Guard,,Back,Left Side
,UH78-51-871,MUDFLAP RH RR,Ford,FORD RANGER 4WD,UH78-51-871,1,0.28,0.34,0.01,"1,999","2,002",,Mud Guard,,Back,Right Side
,UH78-51-841A/B,MUDFLAT RH FR,Ford,FORD RANGER 4,UH78-51-841A,1,0.34,0.3,0.01,"1,999","2,002",,Mud Guard,,Back,Right Side
15,8-97331-845-0,MUDGUARD LH 2WD DOUBLECAB,Isuzu,DMAX,8-97331-845-0,1,0.13,0.14,0,"2,003","2,005",,Mud Guard,,Back,Left Side
,8-97331-844-0,MUDGUARD RH 2WD DOUBLECAB,Isuzu,DMAX,8-97331-844-0,1,0.14,0.15,0,"2,003","2,005",,Mud Guard,,Back,Right Side
6,RB-702A FD,"MULTI FRAME ROLLBAR 2.5 """,Ford,DURATORQ,TD3Z-CIMLB-92,1,13.08,12.53,0.1,"2,006","2,006",,Engine Mounting Support,,Back,Single Part
11,RB-702B IZ,"MULTI FRAME ROLLBAR 2.5 """,Isuzu,D-MAX,3ZPC-RUM68-96,1,5.94,6.65,0.48,"2,005","2,005",,Engine Mounting Support,,Back,Single Part
6,RB-702A IZ,"MULTI FRAME ROLLBAR 2.5 """,Isuzu,D-MAX,0ZOD-HK6TR-QN,1,5.87,5.11,0.11,"2,007","2,007",,Engine Mounting Support,,Back,Single Part
6,FDSP041 NA,ORNAMENT RANGER BLACK,Ford,RANGER,NT8P-US4AI-KV,1,0.48,0.52,0.04,"2,013","2,014",,,,,
3,IZOH037L IZ,OUTER DOOR HANDLE CP FRONT LH,Isuzu,D-MAX,8-97401-020-0,1,0.23,0.26,0,"2,003","2,007",,,,,
,IZOH037R IZ,OUTER DOOR HANDLE CP FRONT RH,Isuzu,D-MAX,8-97401-017-0/016-0,1,0.26,0.23,0,"2,003","2,007",,,,,
,8-98004-221-0,OUTER DOOR WEATHERSTRIP RH,Isuzu,D-MAX,8-98004-221-0/8-97364-715,1,0.53,0.52,0,"2,007","2,008",,Windscreen Weather Strip,,Back,Right Side
11,8-97356-028-2,OUTLET MANIFOLD,Isuzu,ALL NEW DMAX,8-97356-028-2,1,0.07,0.08,0.09,"2,012","2,016",,Stabilizer Assembly,,Back ,Single Part
10,8-98176-472-0,OUTSIDE HANDLE,Isuzu,D-MAX,8-98176-472-0,1,0.25,0.29,0,"2,012","2,016",,Outer Door Handle,,Back,Single Part
12,8-98176-473-0,OUTSIDE HANDLE,Isuzu,D-MAX,8-98176-473-0,1,0.19,0.26,0,"2,012","2,016",,Outer Door Handle,,Back,Single Part
7,BM51-A4-0352AB35B8,PANEL BACK TRIM LOW,Ford,FOCUS,BM51-A4-0352AB35B8,1,0.76,2.3,0.1,"2,016","2,016",,Wiper Panel,,Back,Lower
3,8-98160-819-0,PANEL DOOR FRAME LH 4DRS. 4X2,Isuzu,D-MAX,8-98160-819-0,1,50.51,42.49,1.63,"2,012","2,016",,Door,,Back,Left Side
4,8-98160-824-0,PANEL DOOR FRAME LH 4DRS. 4X4,Isuzu,D-MAX,8-98160-824-0,1,42.05,43.59,1.5,"2,012","2,016",,Door,,Back,Left Side
2,8-98103-246-2,PANEL DOOR FRAME LH EXTENDED CAB,Isuzu,D-MAX,8-98103-246-2,1,19.51,19.73,0.08,"2,012","2,016",,Door,,Back,Left Side
1,8-98160-817-0,PANEL DOOR FRAME LH SINGLE CAB,Isuzu,D-MAX,8-98160-817-0,1,34.34,31.17,0.74,"2,012","2,016",,Door,,Back,Right Side
,8-98160-832-0,PANEL DOOR FRAME RH 4DR. 4X4,Isuzu,D-MAX,8-98160-832-0,1,19.38,19.15,1.21,"2,012","2,016",,Door,,Back,Right Side
,8-98160-831-0,PANEL DOOR FRAME RH 4DRS. 4X2,Isuzu,D-MAX,8-98160-831-0,1,17.83,51.15,1.5,"2,012","2,016",,Door,,Back,Right Side
